"Word","Pinyin","OtherPinyin","Level","First Translation","Other Translations"
"分手","fēnshǒu","","6","to part company","to split up, to break up"
"分數","fēnshù","","6","(exam) grade","mark, score, fraction"
"分析","fēnxī","","6","to analyze","analysis, CL:個|个[ge4]"
"紛紛","fēnfēn","","6","one after another","in succession, one by one, continuously, diverse, in profusion, numerous and confused, pell-mell"
"吩咐","fēnfù","","6","to tell","to instruct, to command"
"粉筆","fěnbǐ","","6","chalk","CL:支[zhi1],段[duan4]"
"奮鬥","fèndòu","","6","to strive","to struggle"
"憤怒","fènnù","","6","angry","indignant, wrath, ire"
"封建","fēngjiàn","","6","system of enfeoffment","feudalism, feudal, feudalistic"
"蜂蜜","fēngmì","","6","honey",""
"風氣","fēngqì","","6","general mood","atmosphere, common practice"
"風趣","fēngqù","","6","charm","humor, wit, humorous, witty"
"風險","fēngxiǎn","","6","risk","hazard"
"瘋","fēng","","6","insane","mad, wild"
"瘋狂","fēngkuáng","","6","crazy","frantic, extreme popularity"
"瘋子","fēngzi","","6","madman","lunatic"
"逢","féng","","6","to meet by chance","to come across, (of a calendar event) to come along, (of an event) to fall on (a particular day), to fawn upon"
"縫","féng","","6","to sew","to stitch, seam, crack, narrow slit, CL:道[dao4]"
"諷刺","fèngcì","","6","to satirize","to mock, irony, satire, sarcasm"
"否定","fǒudìng","","6","to negate","to deny, to reject, negative (answer), negation"
"否認","fǒurèn","","6","to declare to be untrue","to deny"
"夫妻","fūqī","","6","husband and wife","married couple"
"夫人","fūrén","","6","lady","madam, Mrs., CL:位[wei4]"
"幅","fú","","6","width","roll, classifier for textiles or pictures"
"扶","fú","","6","to support with the hand","to help sb up, to support oneself by holding onto something, to help"
"浮","fú","","6","to float","superficial, floating, unstable, movable, provisional, temporary, transient, impetuous, hollow, inflated, to exceed, superfluous, excessive, surplus"
"符號","fúhào","","6","symbol","mark, sign"
"赴","fù","","6","to go","to visit (e.g. another country), to attend (a banquet etc)"
"副","fù","","6","secondary","auxiliary, deputy, assistant, vice-, classifier for pairs, sets of things & facial expressions, abbr. for 副詞|副词 adverb"
"輔導","fǔdǎo","","6","to give guidance","to mentor, to counsel, to coach, to tutor"
"富裕","fùyù","","6","prosperous","well-to-do, well-off, Fuyu county in Qiqihar 齊齊哈爾|齐齐哈尔[Qi2 qi2 ha1 er3], Heilongjiang"
"附加","fùjiā","","6","additional","annex"
"婦女","fùnǚ","","6","woman",""
"複雜","fùzá","","6","complicated","complex"
"複製","fùzhì","","6","to duplicate","to make a copy of, to copy, to reproduce, to clone"
"改革","gǎigé","","6","reform","to reform, CL:次[ci4],種|种[zhong3],項|项[xiang4]"
"改造","gǎizào","","6","to transform","to reform, to remodel, to remold"
"改正","gǎizhèng","","6","to correct","to amend, to put right, correction, CL:個|个[ge4]"
"肝","gān","","6","liver","CL:葉|叶[ye4],個|个[ge4]"
"乾杯","gānbēi","","6","to drink a toast","Cheers! (proposing a toast), Here's to you!, Bottoms up!, lit. dry cup"
"乾脆","gāncuì","","6","straightforward","clear-cut, blunt (e.g. statement), you might as well, simply"
"趕緊","gǎnjǐn","","6","hurriedly","without delay"
"感到","gǎndào","","6","to feel","to sense, to have the feeling that, to think that, to move, to affect"
"感恩","gǎnēn","","6","to be grateful",""
"感激","gǎnjī","","6","to be grateful","to appreciate, thankful"
"感情","gǎnqíng","","6","emotion","sentiment, affection, feelings between two persons, CL:個|个[ge4],種|种[zhong3]"
"感染","gǎnrǎn","","6","infection","to infect, to influence"
"感受","gǎnshòu","","6","to sense","perception, to feel (through the senses), to experience, a feeling, an impression, an experience"
"幹","gàn","","6","tree trunk","main part of sth, to manage, to work, to do, capable, cadre, to kill (slang), to fuck (vulgar)"
"幹部","gànbù","","6","cadre","official, officer, manager"
"幹嘛","gànma","","6","what are you doing?","whatever for?, why on earth?"
"幹什麼","gànshénme","","6","what are you doing?","what's he up to?"
"鋼筆","gāngbǐ","","6","fountain pen","CL:支[zhi1]"
"剛好","gānghǎo","","6","just","exactly, to happen to be"
"港幣","gǎngbì","","6","Hong Kong currency","Hong Kong dollar"
"港口","gǎngkǒu","","6","port","harbor"
"高潮","gāocháo","","6","high tide","high water, upsurge, climax, orgasm, chorus (part of a song)"
"高大","gāodà","","6","tall","lofty"
"高度","gāodù","","6","height","altitude, elevation, high degree, highly, CL:個|个[ge4]"
"高峰","gāofēng","","6","peak","summit, height"
"高貴","gāoguì","","6","grandeur","noble"
"高級","gāojí","","6","high level","high grade, advanced, high-ranking"
"高明","gāomíng","","6","brilliant","superior, tall and bright, Gaoming district of Foshan city 佛山市[Fo2 shan1 shi4], Guangdong"
"高手","gāoshǒu","","6","expert","past master, dab hand"
"高原","gāoyuán","","6","plateau","CL:片[pian4]"
"告辭","gàocí","","6","to say goodbye","to take one's leave"
"割","gē","","6","to cut","to cut apart"
"擱","gē","","6","to place","to put aside, to shelve, to bear, to stand, to endure"
"歌劇","gējù","","6","Western opera","CL:場|场[chang3],出[chu1]"
"各行各業","gèhánggèyè","","6","every trade","all professions, all walks of life"
"個別","gèbié","","6","individual","specific, respective, just one or two"
"個性","gèxìng","","6","individuality","personality"
"根本","gēnběn","","6","fundamental","basic, root, simply, absolutely (not), (not) at all, CL:個|个[ge4]"
"工程","gōngchéng","","6","engineering","an engineering project, project, undertaking, CL:個|个[ge4],項|项[xiang4]"
"工夫","gōngfu","","6","(old) laborer","period of time (may be months, or mere seconds), spare time, skill, labor, effort"
"工會","gōnghuì","","6","labor union","trade union, CL:個|个[ge4]"
"工錢","gōngqián","","6","salary","wages"
"工資","gōngzī","","6","wages","pay, CL:個|个[ge4],份[fen4],月[yue4]"
"公布","gōngbù","","6","to announce","to make public, to publish"
"公公","gōnggōng","","6","husband's father","grandpa, eunuch"
"公開","gōngkāi","","6","public","to publish, to make public"
"公立","gōnglì","","6","public (e.g. school, hospital)",""
"公平","gōngpíng","","6","fair","impartial"
"公式","gōngshì","","6","formula",""
"公用","gōngyòng","","6","public","for public use"
"公元","gōngyuán","","6","CE (Common Era)","Christian Era, AD (Anno Domini)"
"供應","gōngyìng","","6","to supply","to provide, to offer"
"構成","gòuchéng","","6","to constitute","to form, to compose, to make up, to configure (computing)"
"構造","gòuzào","","6","structure","composition, tectonic (geology), CL:個|个[ge4]"
"孤單","gūdān","","6","lone","lonely, loneliness"
"估計","gūjì","","6","to estimate","to reckon, (coll.) to suppose, CL:個|个[ge4]"
"姑姑","gūgu","","6","paternal aunt","CL:個|个[ge4]"
"姑丈","gūzhàng","","6","husband of paternal aunt",""
"古典","gǔdiǎn","","6","classical",""
"鼓","gǔ","","6","drum","to drum, to strike, to rouse, to bulge, to swell, old variant of 鼓[gu3], CL:通[tong4],面[mian4]"
"鼓勵","gǔlì","","6","to encourage",""
"鼓舞","gǔwǔ","","6","heartening (news)","to boost (morale), CL:個|个[ge4]"
"鼓掌","gǔzhǎng","","6","to applaud","to clap"
"骨頭","gútou","","6","bone","moral character, bitterness, CL:根[gen1],塊|块[kuai4]"
"固定","gùdìng","","6","to fix","to fasten, to set rigidly in place, fixed, set, regular"
"顧問","gùwèn","","6","adviser","consultant"
"故鄉","gùxiāng","","6","home","homeland, native place, CL:個|个[ge4]"
"瓜子","guāzǐ","","6","melon seeds",""
"掛號信","guàhàoxìn","","6","registered letter",""
"官方","guānfāng","","6","government","official (approved or issued by an authority)"
"官員","guānyuán","","6","official (in an organization or government)","administrator"
"關鍵","guānjiàn","","6","crucial point","crux, key, crucial, pivotal, CL:個|个[ge4]"
"關上","guānshàng","","6","to close (a door)","to turn off (light, electrical equipment etc)"
"關於","guānyú","","6","pertaining to","concerning, with regard to, about, a matter of"
"觀光","guānguāng","","6","to tour","sightseeing, tourism"
"管道","guǎndào","","6","tubing","pipeline, (fig.) channel, means"
"管制","guǎnzhì","","6","control","supervision"
"慣例","guànlì","","6","convention","usual practice"
"冠軍","guànjūn","","6","champion","CL:個|个[ge4]"
"罐頭","guàntou","","6","tin","can, CL:個|个[ge4]"
"罐子","guànzi","","6","jar","pitcher, pot"
"光亮","guāngliàng","","6","bright",""
"光臨","guānglín","","6","(formal) to honor with one's presence","to attend"
"光明","guāngmíng","","6","light","radiance, (fig.) bright (prospects etc), openhearted"
"光榮","guāngróng","","6","honor and glory","glorious"
"光是","guāngshì","","6","solely","just"
"光線","guāngxiàn","","6","light ray","light, illumination, lighting (for a photograph), CL:條|条[tiao2],道[dao4]"
"廣大","guǎngdà","","6","(of an area) vast or extensive","large-scale, widespread, (of people) numerous"
"廣泛","guǎngfàn","","6","extensive","wide range"
"廣闊","guǎngkuò","","6","wide","vast"
"規定","guīdìng","","6","provision","to fix, to set, to formulate, to stipulate, to provide, regulation, rule, CL:個|个[ge4]"
"規畫","guīhuà","","6","",""
"規律","guīlǜ","","6","rule (e.g. of science)","law of behavior, regular pattern, rhythm, discipline"
"規則","guīzé","","6","rule","regulation, rules and regulations"
"跪","guì","","6","to kneel",""
"櫃臺","guìtái","","6","variant of 櫃檯|柜台[gui4 tai2]",""
"貴族","guìzú","","6","lord","nobility, nobleman, noblewoman, aristocrat, aristocracy"
"滾","gǔn","","6","to boil","to roll, to take a hike, Get lost!"
"鍋","guō","","6","pot","pan, boiler, CL:口[kou3],隻|只[zhi1]"
"國會","guóhuì","","6","parliament","Congress, diet"
"國籍","guójí","","6","nationality",""
"國際","guójì","","6","international",""
"國立","guólì","","6","national","state-run, public"
"國旗","guóqí","","6","flag (of a country)","CL:面[mian4]"
"國小","guóxiǎo","","6","elementary school (Taiwan)","abbr. for 國民小學|国民小学[guo2 min2 xiao3 xue2]"
"國中","guózhōng","","6","junior high school (Taiwan)","abbr. for 國民中學|国民中学[guo2 min2 zhong1 xue2]"
"果然","guǒrán","","6","really","sure enough, as expected, if indeed"
"過程","guòchéng","","6","course of events","process, CL:個|个[ge4]"
"過度","guòdù","","6","excessive","over-, excess, going too far, extravagant, intemperate, overdue"
"過渡","guòdù","","6","to cross over (by ferry)","transition, interim, caretaker (administration)"
"過節","guòjié","","6","to celebrate a festival","after the celebrations (i.e. once the festival is over)"
"過濾","guòlǜ","","6","to filter","filter"
"過期","guòqí","","6","to be overdue","to exceed the time limit, to expire (as in expiration date)"
"過世","guòshì","","6","to die","to pass away"
"還不如","háibùrú","","6","to be better off ...","might as well ..."
"還有","háiyǒu","","6","furthermore","in addition, still, also"
"海關","hǎiguān","","6","customs (i.e. border crossing inspection)","CL:個|个[ge4]"
"海軍","hǎijūn","","6","navy",""
"海外","hǎiwài","","6","overseas","abroad"
"海峽","hǎixiá","","6","channel","strait"
"海鮮","hǎixiān","","6","seafood",""
"害處","hàichù","","6","damage","harm, CL:個|个[ge4]"
"含量","hánliàng","","6","content","quantity contained"
"寒冷","hánlěng","","6","cold (climate)","frigid, very cold"
"喊","hǎn","","6","to yell","to shout, to call out for (a person)"
"行業","hángyè","","6","industry","business"
"毫無","háowú","","6","not in the least","to completely lack"
"好在","hǎozài","","6","luckily","fortunately"
"耗","hào","","6","to waste","to spend, to consume, to squander, news, (coll.) to delay, to dilly-dally"
"好客","hàokè","","6","hospitality","to treat guests well, to enjoy having guests, hospitable, friendly"
"好奇","hàoqí","","6","inquisitive","curious, inquisitiveness, curiosity"
"號召","hàozhào","","6","to call","to appeal"
"合不來","hébulái","","6","unable to get along together","incompatible"
"合成","héchéng","","6","to compose","to constitute, compound, synthesis, mixture, synthetic"
"合得來","hédelái","","6","to get along well","compatible, also written 和得來|和得来[he2 de5 lai2]"
"合法","héfǎ","","6","lawful","legitimate, legal"
"合格","hégé","","6","to meet the standard required","qualified, eligible (voter etc)"
"合乎","héhū","","6","to accord with","conforming to"
"合理","hélǐ","","6","rational","reasonable, fair"
"合適","héshì","","6","suitable","fitting, appropriate"
"合算","hésuàn","","6","worthwhile","to be a good deal, to be a bargain, to reckon up, to calculate"
"和好","héhǎo","","6","to become reconciled","on good terms with each other"
"和平","hépíng","","6","peace","peaceful, Heping district of Shenyang city 沈陽市|沈阳市, Liaoning, Hoping township in Taichung county 臺中縣|台中县[Tai2 zhong1 xian4], Taiwan"
"和氣","héqì","","6","friendly","polite, amiable"
"何必","hébì","","6","there is no need","why should"
"何況","hékuàng","","6","let alone","to say nothing of, besides, what's more"
"河流","héliú","","6","river","CL:條|条[tiao2]"
"嘿","hēi","","6","hey",""
"黑暗","hēiàn","","6","dark","darkly, darkness"
"黑夜","hēiyè","","6","night",""
"痕跡","hénjī","","6","vestige","mark, trace"
"橫","héng","","6","horizontal","across, (horizontal character stroke), harsh and unreasonable, unexpected"
"喉嚨","hóulong","","6","throat","larynx"
"猴子","hóuzi","","6","monkey","CL:隻|只[zhi1]"
"後代","hòudài","","6","descendant","progeny, posterity, later ages, later generations"
"後方","hòufāng","","6","the rear","far behind the front line"
"後果","hòuguǒ","","6","consequences","aftermath"
"後悔","hòuhuǐ","","6","to regret","to repent"
"後年","hòunián","","6","the year after next",""
"後頭","hòutou","","6","behind","the back, the rear, later, afterwards, (in) the future"
"後退","hòutuì","","6","to recoil","to draw back, to fall back, to retreat"
"後院","hòuyuàn","","6","rear court","back garden, backyard (also fig.)"
"呼吸","hūxī","","6","to breathe",""
"忽略","hūlüè","","6","to neglect","to overlook, to ignore"
"忽視","hūshì","","6","to neglect","to ignore"
"蝴蝶","húdié","","6","butterfly","CL:隻|只[zhi1]"
"鬍子","húzi","","6","beard","mustache or whiskers, facial hair, (coll.) bandit, CL:撮[zuo3],根[gen1]"
"戶","hù","","6","a household","door, family"
"戶外","hùwài","","6","outdoor",""
"互助","hùzhù","","6","to help each other","Huzhu Tuzu autonomous county in Haidong prefecture 海東地區|海东地区[Hai3 dong1 di4 qu1], Qinghai"
"花草","huācǎo","","6","flowers and plants",""
"花費","huāfèi","","6","expense","cost, to spend (time or money), expenditure"
"花盆","huāpén","","6","flower pot",""
"花瓶","huāpíng","","6","flower vase","fig. just a pretty face, CL:對|对[dui4]"
"花色","huāsè","","6","variety","design and color, suit (cards)"
"花生","huāshēng","","6","peanut","groundnut, CL:粒[li4]"
"划","huá","","6","to row","to paddle, profitable, worth (the effort), it pays (to do sth), to cut, to slash, to scratch (cut into the surface of sth), to strike (a match), to delimit, to transfer, to assign, to plan, to draw (a line), stroke of a Chinese character"
"華僑","huáqiáo","","6","overseas Chinese","(in a restricted sense) Chinese emigrant who still retains Chinese nationality, CL:個|个[ge4],位[wei4],名[ming2]"
"華人","huárén","","6","ethnic Chinese person or people",""
"化學","huàxué","","6","chemistry","chemical"
"化妝","huàzhuāng","","6","to put on makeup",""
"化裝","huàzhuāng","","6","(of actors) to make up","to disguise oneself"
"懷念","huáiniàn","","6","to cherish the memory of","to think of, reminisce"
"懷孕","huáiyùn","","6","pregnant","to have conceived, gestation, pregnancy"
"壞蛋","huàidàn","","6","bad egg","scoundrel, bastard"
"歡呼","huānhū","","6","to cheer for","to acclaim"
"歡樂","huānlè","","6","gaiety","gladness, glee, merriment, pleasure, happy, joyous, gay"
"歡喜","huānxǐ","","6","happy","joyous, delighted, to like, to be fond of"
"緩和","huǎnhé","","6","to ease (tension)","to alleviate, to moderate, to allay, to make more mild"
"緩慢","huǎnmàn","","6","slow","slow-moving"
"幻想","huànxiǎng","","6","delusion","fantasy"
"慌","huāng","","6","to get panicky","to lose one's head, (coll.) (after 得) unbearably, terribly"
"皇帝","huángdì","","6","emperor","CL:個|个[ge4]"
"黃豆","huángdòu","","6","soybean",""
"黃昏","huánghūn","","6","dusk","evening, nightfall"
"灰","huī","","6","ash","dust, lime, gray, discouraged, dejected"
"灰色","huīsè","","6","gray","ash gray, grizzly, pessimistic, gloomy, dispirited, ambiguous"
"灰心","huīxīn","","6","to lose heart","to be discouraged"
"回電","huídiàn","","6","to reply to a telegram","to wire back"
"回教","huíjiào","","6","Islam",""
"回收","huíshōu","","6","to recycle","to reclaim, to retrieve, to recover, to recall (a defective product)"
"回頭","huítóu","","6","to turn round","to turn one's head, later, by and by"
"回信","huíxìn","","6","to reply","to write back, letter written in reply, CL:封[feng1]"
"回憶","huíyì","","6","to recall","memories, CL:個|个[ge4]"
"匯款","huìkuǎn","","6","to remit money","remittance"
"會員","huìyuán","","6","member",""
"昏倒","hūndǎo","","6","to faint",""
"昏迷","hūnmí","","6","to lose consciousness","to be in a coma, stupor, coma, stunned, disoriented"
"混合","hùnhé","","6","to mix","to blend, hybrid, composite"
"活該","huógāi","","6","(coll.) serve sb right","deservedly, ought, should"
"活力","huólì","","6","energy","vitality, vigor, vital force"
"活潑","huópō","","6","lively","vivacious, brisk, active, (chemistry) reactive"
"活躍","huóyuè","","6","active","lively, excited, to enliven, to brighten up"
"火柴","huǒchái","","6","match (for lighting fire)","CL:根[gen1],盒[he2]"
"火腿","huǒtuǐ","","6","ham","CL:個|个[ge4]"
"火災","huǒzāi","","6","fire (that burns buildings etc)",""
"或多或少","huòduōhuòshǎo","","6","more or less",""
"或者","huòzhě","","6","or","possibly, maybe, perhaps"
"貨物","huòwù","","6","goods","commodity, merchandise, CL:宗[zong1]"
"獲得","huòdé","","6","to obtain","to receive, to get"
"肌肉","jīròu","","6","muscle","flesh"
"基本上","jīběnshàng","","6","basically","on the whole"
"基金","jījīn","","6","fund",""
"幾乎","jīhū","","6","almost","nearly, practically"
"機構","jīgòu","","6","mechanism","structure, organization, agency, institution, CL:所[suo3]"
"機關","jīguān","","6","mechanism","gear, machine-operated, office, agency, organ, organization, establishment, institution, body, stratagem, scheme, intrigue, plot, trick, CL:個|个[ge4]"
"機票","jīpiào","","6","air ticket","passenger ticket, CL:張|张[zhang1]"
"機械","jīxiè","","6","machine","machinery, mechanical, (old) cunning, scheming"
"及格","jígé","","6","to pass an exam or a test","to meet a minimum standard"
"及時","jíshí","","6","in time","promptly, without delay, timely"
"即將","jíjiāng","","6","on the eve of","to be about to, to be on the verge of"
"即使","jíshǐ","","6","even if","even though"
"極其","jíqí","","6","extremely",""
"集","jí","","6","to gather","to collect, collected works, classifier for sections of a TV series etc: episode"
"集合","jíhé","","6","to gather","to assemble, set (mathematics)"
"集郵","jíyóu","","6","stamp collecting","philately"
"集中","jízhōng","","6","to concentrate","to centralize, to focus, centralized, concentrated, to put together"
"疾病","jíbìng","","6","disease","sickness, ailment"
"急忙","jímáng","","6","hastily",""
"寂寞","jímò","","6","lonely","lonesome, (of a place) quiet, silent"
"既然","jìrán","","6","since","as, this being the case"
"技術","jìshù","","6","technology","technique, skill, CL:門|门[men2],種|种[zhong3],項|项[xiang4]"
"計算","jìsuàn","","6","to count","to calculate, to compute, CL:個|个[ge4]"
"計較","jìjiào","","6","to bother about","to haggle, to bicker, to argue, plan, stratagem"
"記性","jìxìng","","6","memory (ability to retain information)",""
"記載","jìzài","","6","to write down","to record, written account"
"記住","jìzhù","","6","to remember","to bear in mind, to learn by heart"
"加班","jiābān","","6","to work overtime",""
"加工","jiāgōng","","6","to process","processing, working (of machinery)"
"加速","jiāsù","","6","to speed up","to expedite"
"加以","jiāyǐ","","6","in addition","moreover, (used before a disyllabic verb to indicate that the action of the verb is applied to sth or sb previously mentioned), to apply (restrictions etc) to (sb), to give (support, consideration etc) to (sth)"
"家事","jiāshì","","6","family matters","domestic affairs, housework"
"夾","jiá","","6","to press from either side","to place in between, to sandwich, to carry sth under armpit, wedged between, between, to intersperse, to mix, to mingle, clip, folder, Taiwan pr. [jia2], double-layered, lined (garment), Taiwan pr. used in 夾生|夹生[jia1 sheng1] and 夾竹桃|夹竹桃[jia1 zhu2 tao2]"
"甲","jiǎ","","6","first of the ten Heavenly Stems 十天干[shi2 tian1 gan1]","(used for an unspecified person or thing), first (in a list, as a party to a contract etc), letter ""A"" or Roman ""I"" in list ""A, B, C"", or ""I, II, III"" etc, armor plating, shell or carapace, (of the fingers or toes) nail, bladed leather or metal armor (old), ranking system used in the Imperial examinations (old), civil administration unit (old), ancient Chinese compass point: 75°"
"嫁","jià","","6","(of a woman) to marry","to marry off a daughter, to shift (blame etc)"
"駕駛","jiàshǐ","","6","to pilot (ship, airplane etc)","to drive"
"尖","jiān","","6","point (of needle)","sharp, shrewd, pointed"
"尖銳","jiānruì","","6","sharp","intense, penetrating, pointed, acute (illness)"
"兼","jiān","","6","double","twice, simultaneous, holding two or more (official) posts at the same time"
"堅定","jiāndìng","","6","firm","steady, staunch, resolute"
"堅決","jiānjué","","6","firm","resolute, determined"
"監視","jiānshì","","6","to monitor","to keep a close watch over, surveillance"
"監獄","jiānyù","","6","prison",""
"揀","jiǎn","","6","to choose","to pick, to sort out, to pick up"
"撿","jiǎn","","6","to pick up","to collect, to gather"
"剪刀","jiǎndāo","","6","scissors","CL:把[ba3]"
"檢驗","jiǎnyàn","","6","to inspect","to examine, to test"
"建國","jiànguó","","6","to found a country","nation-building, the foundation of PRC by Mao Zedong in 1949"
"建築","jiànzhú","","6","to construct","building, CL:個|个[ge4]"
"箭","jiàn","","6","arrow","CL:支[zhi1]"
"漸漸","jiànjiàn","","6","gradually",""
"間接","jiànjiē","","6","indirect",""
"鍵盤","jiànpán","","6","keyboard",""
"健全","jiànquán","","6","robust","sound"
"江","jiāng","","6","river","surname Jiang, CL:條|条[tiao2],道[dao4]"
"將要","jiāngyào","","6","will","shall, to be going to"
"獎金","jiǎngjīn","","6","premium","award money, bonus"
"獎品","jiǎngpǐn","","6","award","prize"
"降價","jiàngjià","","6","to cut the price","to drive down the price, to get cheaper"
"澆","jiāo","","6","to pour liquid","to irrigate (using waterwheel), to water, to cast (molten metal), to mold"
"交代","jiāodai","","6","to hand over","to explain, to make clear, to brief (sb), to account for, to justify oneself, to confess, (coll.) to finish"
"交換","jiāohuàn","","6","to exchange","to swap, to switch (telecom), commutative (math), to commute"
"交際","jiāojì","","6","communication","social intercourse"
"交往","jiāowǎng","","6","to associate (with)","to have contact (with), to hang out (with), to date, (interpersonal) relationship, association, contact"
"交易","jiāoyì","","6","(business) transaction","business deal, CL:筆|笔[bi3]"
"郊外","jiāowài","","6","outskirts",""
"角落","jiǎoluò","","6","nook","corner"
"繳","jiǎo","","6","to hand in","to hand over, to seize"
"腳步","jiǎobù","","6","footstep","step"
"叫喊","jiàohǎn","","6","exclamation","outcry, shout, yell"
"教會","jiàohuì","","6","to show","to teach, Christian church"
"教學","jiàoxué","","6","to teach","teaching and learning, education, CL:門|门[men2],個|个[ge4]"
"接待","jiēdài","","6","to receive (a visitor)","to admit (allow sb to enter)"
"接到","jiēdào","","6","to receive (letter etc)",""
"接見","jiējiàn","","6","to receive sb","to grant an interview"
"接近","jiējìn","","6","to approach","to get close to"
"街道","jiēdào","","6","street","subdistrict, residential district, CL:條|条[tiao2]"
"街頭","jiētóu","","6","street",""
"階段","jiēduàn","","6","stage","section, phase, period, CL:個|个[ge4]"
"節省","jiéshěng","","6","saving","to save, to use sparingly, to cut down on"
"節約","jiéyuē","","6","to economize","to conserve (resources), economy, frugal"
"結構","jiégòu","","6","structure","composition, makeup, architecture, CL:座[zuo4],個|个[ge4]"
"結合","jiéhé","","6","to combine","to link, to integrate, binding, CL:次[ci4]"
"結論","jiélùn","","6","conclusion","verdict, to conclude, to reach a verdict, CL:個|个[ge4]"
"結算","jiésuàn","","6","to settle a bill","to close an account"
"結帳","jiézhàng","","6","to pay the bill","to settle accounts, also written 結賬|结账"
"截止","jiézhǐ","","6","to close","to stop, to put a stop to sth, cut-off point, stopping point, deadline"
"解除","jiěchú","","6","to remove","to sack, to get rid of, to relieve (sb of their duties), to free, to lift (an embargo), to rescind (an agreement)"
"解答","jiědá","","6","answer","explanation, solution (to a math equation)"
"屆","jiè","","6","to arrive at (place or time)","period, to become due, classifier for events, meetings, elections, sporting fixtures, years (of graduation)"
"界線","jièxiàn","","6","limits","bounds, dividing line"
"戒指","jièzhǐ","","6","(finger) ring",""
"今後","jīnhòu","","6","hereafter","henceforth, in the future, from now on"
"金額","jīné","","6","sum of money","monetary value"
"金融","jīnróng","","6","banking","finance, financial"
"金屬","jīnshǔ","","6","metal","CL:種|种[zhong3]"
"儘量","jǐnliàng","","6","as much as possible","to the greatest extent"
"緊急","jǐnjí","","6","urgent","emergency"
"僅僅","jǐnjǐn","","6","barely","only, merely, only (this and nothing more)"
"近來","jìnlái","","6","recently","lately"
"近視","jìnshì","","6","shortsighted","nearsighted, myopia"
"盡力","jìnlì","","6","to strive one's hardest","to spare no effort"
"進入","jìnrù","","6","to enter","to join, to go into"
"進口","jìnkǒu","","6","to import","imported, entrance, inlet (for the intake of air, water etc)"
"禁止","jìnzhǐ","","6","to prohibit","to forbid, to ban"
"浸","jìn","","6","to immerse","to soak, to steep, gradually"
"精彩","jīngcǎi","","6","wonderful","marvelous, brilliant"
"精力","jīnglì","","6","energy",""
"精細","jīngxì","","6","fine","meticulous, careful"
"經濟","jīngjì","","6","economy","economic"
"經歷","jīnglì","","6","experience","to experience, to go through, CL:個|个[ge4],次[ci4]"
"經營","jīngyíng","","6","to engage in (business etc)","to run, to operate"
"京劇","jīngjù","","6","Beijing opera","CL:場|场[chang3],出[chu1]"
"驚人","jīngrén","","6","astonishing",""
"警告","jǐnggào","","6","to warn","to admonish"
"景色","jǐngsè","","6","scenery","scene, landscape, view"
"敬愛","jìngài","","6","respect and love",""
"敬酒","jìngjiǔ","","6","to toast","to propose a toast"
"敬禮","jìnglǐ","","6","to salute","salute"
"淨化","jìnghuà","","6","to purify",""
"竟然","jìngrán","","6","unexpectedly","to one's surprise, in spite of everything, in that crazy way, actually, to go as far as to"
"競爭","jìngzhēng","","6","to compete","competition"
"糾正","jiūzhèng","","6","to correct","to make right"
"酒會","jiǔhuì","","6","drinking party","wine reception"
"就是說","jiùshìshuō","","6","in other words","that is"
"就業","jiùyè","","6","to get a job","employment"
"救火","jiùhuǒ","","6","to put out a fire","firefighting"
"究竟","jiùjìng","","6","to go to the bottom of a matter","after all, when all is said and done, (in an interrogative sentence) finally, outcome, result"
"居民","jūmín","","6","resident","inhabitant"
"居然","jūrán","","6","unexpectedly","to one's surprise, go so far as to"
"鞠躬","júgōng","","6","to bow","(literary) to bend down"
"巨大","jùdà","","6","huge","immense, very large, tremendous, gigantic, enormous"
"具備","jùbèi","","6","to possess","to have, equipped with, able to fulfill (conditions or requirements)"
"具體","jùtǐ","","6","concrete","definite, specific"
"俱樂部","jùlèbù","","6","club (the organisation or its premises) (loanword)","CL:個|个[ge4]"
"聚集","jùjí","","6","to assemble","to gather"
"劇場","jùchǎng","","6","theater","CL:個|个[ge4]"
"劇烈","jùliè","","6","violent","acute, severe, fierce"
"劇院","jùyuàn","","6","theater","CL:家[jia1],座[zuo4]"
"據說","jùshuō","","6","it is said that","reportedly"
"捐","juān","","6","to contribute","to donate, contribution, tax, to abandon"
"捐款","juānkuǎn","","6","to donate money","to contribute funds, donation, contribution (of money)"
"卷","juǎn","","6","to roll up","roll, classifier for small rolled things (wad of paper money, movie reel etc), scroll, book, volume, chapter, examination paper, classifier for books, paintings: volume, scroll, to roll (up), to sweep up, to carry on, roll"
"捲","juǎn","","6","to roll (up)","to sweep up, to carry on, roll"
"決心","juéxīn","","6","determination","resolution, determined, firm and resolute, to make up one's mind, CL:個|个[ge4]"
"絕不","juébù","","6","in no way","not in the least, absolutely not"
"絕大部分","juédàbùfèn","","6","overwhelming majority",""
"覺悟","juéwù","","6","to come to understand","to realize, consciousness, awareness, Buddhist enlightenment (Sanskrit: cittotpāda)"
"軍事","jūnshì","","6","military affairs","military matters, military"
"卡通","kǎtōng","","6","cartoon (loanword)",""
"開除","kāichú","","6","to expel",""
"開刀","kāidāo","","6","(of a surgeon) to perform an operation","(of a patient) to have an operation, to decapitate, to behead, to single out as a point of attack"
"開發","kāifā","","6","to exploit (a resource)","to open up (for development), to develop"
"開戶","kāihù","","6","to open an account (bank etc)",""
"開課","kāikè","","6","school begins","give a course, teach a subject"
